weight,AppName,Cores,DataSize,SchedulerDelay,MeanWaveTime,GCTime,TaskDeserializationTime,Stragglers,ExecutorRunTime,SDIncrease,MWTIncrease,GCIncrease,TDTIncrease,StragglerIncrease,ERTIncrease,Label,memUtil,commit,cpuUtil
1000,Q64,5,1,0.0069,1.16,0.0634,0.005,2,1.04,2.078313253,5.028901734,13.57601713,1.25,6.928406467,4.50867052,2,0.98,0.73,0.59
1000,Nb,5,0.3,0.00137,1.35,0.0157,0.8,1.4,1.25,0.355844156,1.173913043,1.286885246,1.333333333,1.166666667,1.19047619,2,0.72,0.21,0.85
1000,Nb,5,0.3,0.00307,1.2,0.0141,0.5,1.3,1.136,0.797402597,1.043478261,1.155737705,0.833333333,1.083333333,1.081904762,2,0.6,0.23,0.98
1000,Nb,5,0.3,0.00317,1.3,0.01515,0.5,1.5,1.21,0.823376623,1.130434783,1.241803279,0.833333333,1.25,1.152380952,2,0.65,0.26,0.99
1000,Nb,5,0.3,0.00233,1.3,0.0152,0.6,1.4,1.179,0.605194805,1.130434783,1.245901639,1,1.166666667,1.122857143,1,0.82,0.25,0.87
1000,Nb,5,0.3,0.0026,1.65,0.0178,1,1.8,1.49,0.675324675,1.434782609,1.459016393,1.666666667,1.5,1.419047619,1,0.61,0.26,0.93
1000,Nb,5,0.3,0.0058,1.5,0.01115,0.8,1.6,1.388,1.506493506,1.304347826,0.913934426,1.333333333,1.333333333,1.321904762,1,0.53,0.26,0.94
1000,Nb,5,0.3,0.00109,1.45,0.0131,0.6,1.7,1.354,0.283116883,1.260869565,1.073770492,1,1.416666667,1.28952381,1,0.71,0.21,0.67
1000,Nb,5,0.3,0.1157,1.5,0.01906,0.6,1.3,1.234,30.05194805,1.304347826,1.562295082,1,1.083333333,1.175238095,1,0.56,0.21,0.78
1000,Nb,5,0.3,0.0056,3.05,0.03544,2,3.5,2.86,1.454545455,2.652173913,2.904918033,3.333333333,2.916666667,2.723809524,1,0.51,0.21,0.97
1000,Nb,5,0.3,0.00295,1.9,0.0164,1,2.1,1.758,0.766233766,1.652173913,1.344262295,1.666666667,1.75,1.674285714,2,0.98,0.35,0.69
1000,Nb,5,0.3,0.0045,1.75,0.01865,0.7,1.8,1.503,1.168831169,1.52173913,1.528688525,1.166666667,1.5,1.431428571,2,0.98,0.53,0.82
1000,Co,5,0.3,0.00185,0.308,0.0037,0.7,0.33,0.299,0.132142857,1.278008299,0.222891566,1.4,1.240601504,1.328888889,2,0.53,0.17,0.86
1000,Co,5,0.3,0.00167,0.283,0.00463,0.6,0.3,0.275,0.119285714,1.174273859,0.278915663,1.2,1.127819549,1.222222222,2,0.35,0.17,0.99
1000,Co,5,0.3,0.005,0.275,0.0036,0.6,0.283,0.271,0.357142857,1.141078838,0.21686747,1.2,1.063909774,1.204444444,2,0.41,0.19,0.99
1000,Co,5,0.3,0.00212,0.283,0.00233,0.6,0.316,0.276,0.151428571,1.174273859,0.140361446,1.2,1.187969925,1.226666667,1,0.57,0.18,0.88
1000,Co,5,0.3,0.00584,0.366,0.0058,1,0.433,0.34,0.417142857,1.518672199,0.34939759,2,1.627819549,1.511111111,1,0.35,0.19,0.95
1000,Co,5,0.3,0.0043,0.333,0.0056,0.9,0.366,0.33,0.307142857,1.381742739,0.337349398,1.8,1.37593985,1.466666667,1,0.41,0.2,0.95
1000,Co,5,0.3,0.005015,0.291,0.00328,0.7,0.33,0.291,0.358214286,1.20746888,0.197590361,1.4,1.240601504,1.293333333,1,0.53,0.16,0.74
1000,Co,5,0.3,0.00402,0.316,0.00301,1,0.35,0.295,0.287142857,1.31120332,0.181325301,2,1.315789474,1.311111111,1,0.32,0.17,0.87
1000,Co,5,0.3,0.00721,0.7,0.0106,2,0.866,0.698,0.515,2.904564315,0.638554217,4,3.255639098,3.102222222,1,0.41,0.18,0.99
1000,Co,5,0.3,0.000916,0.441,0.00761,2,0.483,0.423,0.065428571,1.829875519,0.458433735,4,1.815789474,1.88,2,0.96,0.3,0.74
1000,Co,5,0.3,0.0024,0.325,0.0054,0.6,0.383,0.323,0.171428571,1.348547718,0.325301205,1.2,1.439849624,1.435555556,2,0.98,0.42,0.85
1000,Co,5,0.3,0.014,0.475,0.0166,5,0.516,0.439,1,1.970954357,1,10,1.939849624,1.951111111,2,0.98,0.52,0.74
1000,Co,10,0.6,0.0028,0.491,0.00475,0.7,0.75,0.353,0.2,2.037344398,0.286144578,1.4,2.819548872,1.568888889,2,0.98,0.53,0.98
1000,Co,10,0.6,0.0024,0.55,0.00548,0.022,0.366,0.256,0.171428571,2.282157676,0.330120482,0.044,1.37593985,1.137777778,1,0.98,0.58,0.93
1000,Co,10,0.6,0.00302,0.375,0.00353,0.5,0.416,0.28,0.215714286,1.556016598,0.212650602,1,1.563909774,1.244444444,1,0.98,0.49,0.99
1000,Nb,10,0.6,0.00413,1.75,0.0188,0.6,3.3,1.626,1.072727273,1.52173913,1.540983607,1,2.75,1.548571429,2,0.98,0.62,0.99
1000,Nb,10,0.6,0.0074,1.65,0.0306,0.6,2.5,1.46,1.922077922,1.434782609,2.508196721,1,2.083333333,1.39047619,1,0.98,0.83,0.94
1000,Nb,10,0.6,0.0069,1.65,0.0157,0.5,1.7,1.232,1.792207792,1.434782609,1.286885246,0.833333333,1.416666667,1.173333333,1,0.98,0.87,0.82
1000,Wc,10,2,0.00704,6,2.44,0.8,12,6.41,1.352112676,1.706161137,1.864018335,1.142857143,2.666666667,1.729316547,2,0.98,0.43,0.99
1000,Wc,10,2,0.039,4.9,1.84,0.7,7.1,4.8,7.490396927,1.393364929,1.40565317,1,1.577777778,1.294964029,1,0.98,0.45,0.94
1000,Wc,10,2,0.00177,4.15,1.577,0.6,5.6,4.34,0.339948784,1.180094787,1.20473644,0.857142857,1.244444444,1.170863309,1,0.98,0.41,0.95
1000,Wc,10,2,0.42,8,2.16,0.006,6.8,2.91,80.66581306,2.274881517,1.650114591,0.008571429,1.511111111,0.785071942,2,0.98,0.79,0.57
1000,So,10,2,0.00613,8.5,0.681,0.8,14,7.98,0.394635193,2.276785714,2.224763149,1.263157895,3.716814159,2.509433962,2,0.98,0.43,0.98
1000,So,10,2,0.00487,7.5,0.429,0.7,11,6.43,0.313519313,2.008928571,1.401502777,1.105263158,2.920353982,2.022012579,1,0.98,0.44,0.94
1000,So,10,2,0.00461,9.5,0.352,0.6,15,7.41,0.296781116,2.544642857,1.149950996,0.947368421,3.982300885,2.330188679,1,0.98,0.39,0.95
1000,Lr,10,2,0.0046,0.041,0.00101,0.004,0.166,0.039,1.531631521,1.262463343,1.980392157,0.923076923,3,1.247334755,2,0.57,0.18,0.98
1000,Lr,10,2,0.003,0.0404,0.0008,0.005,0.1,0.0346,0.998890122,1.24398827,1.568627451,1.153846154,1.807228916,1.106609808,1,0.71,0.23,0.88
1000,Lr,10,2,0.0033,0.035,0.00085,0.004,0.083,0.031,1.098779134,1.07771261,1.666666667,0.923076923,1.5,0.991471215,1,0.67,0.2,0.94
1000,Lr,10,2,0.0171,0.121,0.0033,0.004,0.2,0.0462,5.693673696,3.725806452,6.470588235,0.923076923,3.614457831,1.47761194,2,0.98,0.71,0.88
1000,Mm,10,2,0,0.1,0.00148,0.6,0.083,0.079,0,0.190909091,0.956896552,1.125,0.933983496,0.902513328,2,0.98,0.44,0.99
1000,Mm,10,2,0.0242,0.1,0.00161,0.6,0.083,0.0829,11.82410423,0.190909091,1.040948276,1.125,0.933983496,0.947067784,1,0.98,0.61,0.94
1000,Mm,10,2,0.0125,0.1,0.00191,0.5,0.083,0.0787,6.107491857,0.190909091,1.234913793,0.9375,0.933983496,0.899086063,1,0.98,0.6,0.93
1000,Mm,10,2,0.0285,0.283,0.0227,6,0.15,0.1427,13.92508143,0.540272727,14.67672414,11.25,1.68792198,1.630236101,2,0.98,0.6,0.66
1000,Q78,10,2,0.0143,0.5,0.00066,0.005,0.866,0.319,6.412556054,1.155624037,0.126923077,1.875,3,3.55233853,2,0.68,0.2,0.98
1000,Q78,10,2,0.0024,0.366,0.00628,0.004,0.5,0.121,1.076233184,0.845916795,1.207692308,1.5,1.732101617,1.347438753,1,0.78,0.21,0.93
1000,Q78,10,2,0.00347,0.4,0.00565,0.003,0.4,0.169,1.556053812,0.92449923,1.086538462,1.125,1.385681293,1.881959911,1,0.72,0.2,0.89
1000,Q15,10,2,0.0107,0.35,0.00345,0.012,0.65,0.233,4.174252276,1.638065523,0.677356021,0.923076923,2.603471295,1.157284768,2,0.98,0.69,0.98
1000,Q15,10,2,0.0015,0.291,0.00928,0.2,0.55,0.288,0.585175553,1.361934477,1.821989529,15.38461538,2.20293725,1.430463576,1,0.98,0.75,0.9
1000,Q15,10,2,0.0032,0.266,0.00756,0.049,0.3,0.23,1.248374512,1.244929797,1.484293194,3.769230769,1.201602136,1.142384106,1,0.98,0.72,0.91
1000,Q70,10,2,0.0028,0.5,0.00501,0.008,0.9,0.319,1.004784689,2.148997135,1.010080645,0.857142857,3.241296519,1.397080292,2,0.4,0.22,0.99
1000,Q70,10,2,0.00296,0.366,0.0047,0.007,0.483,0.28,1.062200957,1.573065903,0.947580645,0.75,1.739495798,1.226277372,1,0.49,0.23,0.94
1000,Q70,10,2,0.00397,0.366,0.00668,0.006,0.416,0.278,1.424641148,1.573065903,1.346774194,0.642857143,1.49819928,1.217518248,1,0.4,0.19,0.9
1000,Q70,10,2,0.0803,2.66,0.03815,0.003,1.7,0.526,28.81578947,11.43266476,7.691532258,0.321428571,6.12244898,2.303649635,2,0.98,0.71,0.61
1000,Q9,10,2,0.00499,0.466,0.0084,0.01,0.816,0.354,1.357207616,2.083457526,1.8,0.405405405,2.72,1.527837721,2,0.38,0.18,0.99
1000,Q9,10,2,0.0051,0.322,0.00758,0.047,0.5,0.315,1.38712602,1.439642325,1.624285714,1.905405405,1.666666667,1.359516616,1,0.44,0.2,0.93
1000,Q9,10,2,0.00281,0.261,0.00768,0.031,0.416,0.278,0.764279238,1.166915052,1.645714286,1.256756757,1.386666667,1.199827363,1,0.39,0.19,0.97
1000,Q9,10,2,0.0218,0.433,0.00353,0.006,0.283,0.224,5.929283772,1.935916542,0.756428571,0.243243243,0.943333333,0.966767372,2,0.98,0.56,0.63
1000,Q26,10,2,0.0014,0.466,0.0096,0.1,0.916,0.3806,0.551905388,1.82745098,1.70212766,0.940438872,3.592156863,1.836872587,2,0.98,0.8,0.95
1000,Q26,10,2,0.026,0.933,0.04435,0.015,2.2,0.739,10.24967148,3.658823529,7.863475177,0.141065831,8.62745098,3.566602317,1,0.99,0.96,0.89
1000,Q26,10,2,0.00332,0.272,0.0039,0.005,0.25,0.197,1.308804205,1.066666667,0.691489362,0.047021944,0.980392157,0.950772201,1,0.98,0.75,0.72
1000,Q52,10,2,0.0034,0.366,0.00926,0.006,1.1,0.379,3.366336634,1.648648649,1.648664688,0.9,3.672379257,1.655021834,2,0.98,0.77,0.98
1000,Q52,10,2,0.00481,0.433,0.00941,0.026,1,0.347,4.762376238,1.95045045,1.67537092,3.9,3.338526597,1.515283843,1,0.99,0.77,0.87
1000,Q52,10,2,0.00525,0.533,0.0467,0.006,1.2,0.429,5.198019802,2.400900901,8.314540059,0.9,4.006231916,1.873362445,1,0.98,0.84,0.87
1000,Q64,10,2,0.00231,0.433,0.00788,0.003,0.9,0.345,0.695783133,1.87716763,1.687366167,0.75,3.11778291,1.49566474,2,0.54,0.22,0.99
1000,Q64,10,2,0.00309,0.305,0.00636,0.005,0.4,0.283,0.930722892,1.322254335,1.361884368,1.25,1.385681293,1.226878613,1,0.6,0.22,0.9
1000,Q64,10,2,0.00274,0.366,0.00773,0.007,0.516,0.294,0.825301205,1.586705202,1.655246253,1.75,1.787528868,1.274566474,1,0.57,0.22,0.9
1000,Q64,10,2,0.0056,1.166,0.0098,0.003,0.283,0.187,1.686746988,5.054913295,2.098501071,0.75,0.980369515,0.810693642,2,0.98,0.66,0.71
1000,Wc,10,2,0.0015,4.5,1.66,0.8466,5.6,5.44,0.28809219,1.279620853,1.268143621,1.209428571,1.244444444,1.467625899,1,0.97,0.44,0.89
1000,Wc,10,2,0.304,10.5,1.59,0.1,4.7,4.24,58.38668374,2.985781991,1.214667685,0.142857143,1.044444444,1.143884892,2,0.98,0.69,0.7
1000,Mm,10,2,0,0.1,0.0027,0.523,0.083,0.083,0,0.190909091,1.745689655,0.980625,0.933983496,0.948210206,1,0.67,0.28,0.91
1000,Mm,10,2,0.00025,0.133,0.00155,1.48,0.1,0.208,0.122149837,0.253909091,1.002155172,2.775,1.12528132,2.376237624,2,0.96,0.36,0.72
1000,So,10,2,0.00254,3.45,0.467,0.43,4.9,4.25,0.163519313,0.924107143,1.525645214,0.678947368,1.300884956,1.336477987,1,0.98,0.43,0.86
1000,So,10,2,0.368,4.25,1,0.7,4.9,5.11,23.69098712,1.138392857,3.26690624,1.105263158,1.300884956,1.606918239,2,0.99,0.68,0.8
1000,Lr,10,2,0.0039,0.0404,0.0009,0.005,0.0666,0.0382,1.298557159,1.24398827,1.764705882,1.153846154,1.203614458,1.221748401,1,0.98,0.63,0.68
1000,Lr,10,2,0.054,0.102,0.048,0.004,0.466,0.0858,17.9800222,3.140762463,94.11764706,0.923076923,8.421686747,2.744136461,2,0.59,0.2,0.85
1000,Co,10,2,0.0074,0.35,0.00405,0.7,0.416,0.3144,0.528571429,1.452282158,0.243975904,1.4,1.563909774,1.397333333,2,0.99,0.49,0.73
1000,Nb,10,2,0.00546,1.35,0.012,0.6,1.5,1.307,1.418181818,1.173913043,0.983606557,1,1.25,1.244761905,1,0.6,0.26,0.92
1000,Q26,10,2,0.0022,0.35,0.01,0.007,0.4166,0.279,0.867279895,1.37254902,1.773049645,0.065830721,1.63372549,1.346525097,1,0.98,0.58,0.87
1000,Q52,10,2,0.0126,0.8,0.316,0.024,2.4,0.848,12.47524752,3.603603604,56.2611276,3.6,8.012463833,3.703056769,1,0.98,0.91,0.86
1000,Q64,10,2,0.0026,0.311,0.0087,0.005,0.366,0.291,0.78313253,1.348265896,1.862955032,1.25,1.267898383,1.261560694,1,0.64,0.24,0.93
1000,Q64,10,2,0.456,0.266,0.318,0.005,0.33,0.257,137.3493976,1.153179191,68.09421842,1.25,1.143187067,1.11416185,2,0.99,0.65,0.84
1000,Q15,10,2,0.00403,0.283,0.00848,0.02,0.33,0.248,1.572171651,1.32449298,1.664921466,1.538461538,1.32176235,1.231788079,1,0.97,0.44,0.87
1000,Q70,10,2,0.0041,0.66,0.672,0.009,1.6,0.525,1.471291866,2.836676218,135.483871,0.964285714,5.762304922,2.299270073,1,0.98,0.92,0.91
1000,Q70,10,2,0.0029,0.433,0.0033,0.004,0.3,0.245,1.040669856,1.861031519,0.665322581,0.428571429,1.080432173,1.072992701,2,0.99,1,0.65
1000,Q78,10,2,0.0027,0.433,0.0052,0.003,0.4166,0.147,1.210762332,1.000770416,1,1.125,1.443187067,1.636971047,1,0.83,0.33,0.91
1000,Q78,10,2,0.0026,0.7,0.008,0.003,0.33,0.102,1.165919283,1.617873652,1.538461538,1.125,1.143187067,1.135857461,2,0.98,0.35,0.74
1000,Q9,10,2,0.0012,0.305,0.0105,0.017,0.383,0.287,0.326382593,1.363636364,2.25,0.689189189,1.276666667,1.238670695,1,0.98,0.67,0.73
1000,Q9,10,2,0.4435,0.966,0.194,0.1,1.4,1.04,120.6255666,4.318926975,41.57142857,4.054054054,4.666666667,4.488562797,2,0.46,0.2,0.93
1000,Q26,50,100,0.0048,0.169,0.0042,0.004,0.433,0.2052,1.892247043,0.662745098,0.744680851,0.037617555,1.698039216,0.99034749,1,0.98,0.27,0.97
1000,Q26,50,100,0.0337,0.246,0.00588,0.003,4.1,0.218,13.28515112,0.964705882,1.042553191,0.028213166,16.07843137,1.052123552,2,0.99,0.99,0.91
1000,Q52,50,100,0.0046,0.214,0.0042,0.003,0.3,0.2234,4.554455446,0.963963964,0.747774481,0.45,1.001557979,0.975545852,1,0.99,0.99,0.84
1000,Q52,50,100,0.00302,0.248,0.0046,0.003,0.916,0.241,2.99009901,1.117117117,0.818991098,0.45,3.058090363,1.052401747,2,0.76,0.76,0.99
1000,Q15,50,100,0.00288,0.204,0.00421,0.004,0.45,0.201,1.123537061,0.95475819,0.826570681,0.307692308,1.802403204,0.998344371,1,0.96,0.96,0.92
1000,Q64,50,100,0.0028,0.259,0.0057,0.003,0.466,0.246,0.843373494,1.12283237,1.220556745,0.75,1.614318707,1.066473988,1,0.98,0.98,0.93
1000,Q64,50,100,0.0038,0.518,0.0064,0.003,3.5,0.2265,1.144578313,2.24566474,1.370449679,0.75,12.12471132,0.981936416,2,0.99,0.99,0.61
1000,Q78,50,100,0.00288,0.254,0.0048,0.003,0.483,0.24,1.291479821,0.587057011,0.923076923,1.125,1.673210162,2.672605791,1,0.98,0.98,0.94
1000,Q78,50,100,0.0029,0.27,0.0052,0.003,0.816,0.244,1.30044843,0.62403698,1,1.125,2.826789838,2.71714922,2,0.98,0.98,0.98
1000,Mm,50,100,0.0088,0.1,0.00155,0.5,0.083,0.0825,4.299674267,0.190909091,1.002155172,0.9375,0.933983496,0.942498096,2,0.98,0.98,0.99
1000,Lr,50,100,0.0027,0.039,0.0004,0.002,0.133,0.0381,0.89900111,1.200879765,0.784313726,0.461538462,2.403614458,1.218550107,1,0.98,0.98,0.9
1000,Lr,50,100,0.0028,0.039,0.00038,0.002,0.183,0.0379,0.932297447,1.200879765,0.745098039,0.461538462,3.307228916,1.212153518,2,0.98,0.98,0.97
1000,Wc,50,100,0.0035,4.125,1.53,0.004,7.5,4.19,0.672215109,1.172985782,1.168831169,0.005714286,1.666666667,1.130395683,1,0.98,0.48,0.94
1000,Wc,50,100,0.0032,4.5,1.57,0.003,13,4.3,0.614596671,1.279620853,1.199388846,0.004285714,2.888888889,1.160071942,2,0.98,0.45,0.93
1000,So,50,100,0.00289,2.875,0.0223,0.002,5.2,2.77,0.186051502,0.770089286,0.072852009,0.003157895,1.380530973,0.871069182,1,0.97,0.35,0.93
1000,So,50,100,0.00485,3,0.0236,0.003,9.3,2.862,0.31223176,0.803571429,0.077098987,0.004736842,2.469026549,0.9,2,0.98,0.45,0.98
1000,Nb,50,50,0.00267,1.25,0.0322,0.002,2.2,1.162,0.693506494,1.086956522,2.639344262,0.003333333,1.833333333,1.106666667,1,0.98,0.43,0.93
1000,Nb,50,50,0.00295,1.25,0.0308,0.002,1.9,1.147,0.766233766,1.086956522,2.524590164,0.003333333,1.583333333,1.092380952,2,0.98,0.43,0.98
1000,Co,50,100,0.0029,0.265,0.0093,0.002,0.5,0.2534,0.207142857,1.099585062,0.560240964,0.004,1.879699248,1.126222222,1,0.97,0.46,0.92
1000,Co,50,100,0.00291,0.28125,0.00916,0.002,0.6833,0.259,0.207857143,1.167012448,0.551807229,0.004,2.568796992,1.151111111,2,0.98,0.39,0.98
1000,Q70,50,50,0.00288,0.257,0.00304,0.004,0.5166,0.236,1.033492823,1.104584527,0.612903226,0.428571429,1.860504202,1.033576642,1,0.98,0.24,0.93
1000,Q70,50,50,0.00302,0.278,0.003,0.004,0.816,0.241,1.083732057,1.194842407,0.60483871,0.428571429,2.93877551,1.055474453,2,0.86,0.23,0.99
1000,Q9,50,50,0.00277,0.457,0.0021,0.003,0.5,0.0203,0.753399819,2.043219076,0.45,0.121621622,1.666666667,0.087613293,1,0.97,0.23,0.94
1000,Q9,50,50,0.00287,0.25,0.00238,0.004,0.883,0.24,0.780598368,1.117734724,0.51,0.162162162,2.943333333,1.035822184,2,0.98,0.2,0.99
1000,So,50,100,0.00291,2.75,0.01895,0.003,3.8,2.66,0.187339056,0.736607143,0.061907873,0.004736842,1.008849558,0.836477987,0,0.98,0.33,0.6
1000,Wc,50,100,0.00296,4.125,1.446,0.003,4.7,4.001,0.568501921,1.172985782,1.104660046,0.004285714,1.044444444,1.079406475,0,0.98,0.43,0.62
1000,Co,50,100,0.00312,0.265,0.0086,0.002,0.383,0.242,0.222857143,1.099585062,0.518072289,0.004,1.439849624,1.075555556,0,0.98,0.45,0.62
1000,Lr,50,100,0.00274,0.0359,0.0003,0.002,0.0667,0.0346,0.912319645,1.10542522,0.588235294,0.461538462,1.205421687,1.106609808,0,0.98,0.19,0.57
1000,Q78,50,100,0.00277,0.262,0.00588,0.003,0.3166,0.1634,1.242152466,0.605546995,1.130769231,1.125,1.096766744,1.819599109,0,0.98,0.32,0.62
1000,Q15,50,100,0.003,0.1952,0.00385,0.004,0.3,0.1952,1.170351105,0.913572543,0.755890052,0.307692308,1.201602136,0.969536424,0,0.98,0.24,0.63
1000,Q64,50,100,0.0029,0.244,0.00405,0.003,0.316,0.236,0.873493976,1.057803468,0.867237687,0.75,1.094688222,1.023121387,0,0.98,0.23,0.62
1000,Q26,50,100,0.00277,0.2,0.0042,0.004,0.283,0.1985,1.091984231,0.784313726,0.744680851,0.037617555,1.109803922,0.958011583,0,0.98,0.22,0.62
1000,Q52,50,100,0.00288,0.233,0.0041,0.003,0.316,0.228,2.851485149,1.04954955,0.729970326,0.45,1.054974405,0.995633188,0,0.98,0.22,0.61
1000,Q9,50,50,0.0028,0.214,0.0021,0.004,0.3,0.219,0.761559384,0.956780924,0.45,0.162162162,1,0.945187743,0,0.98,0.18,0.64
1000,Q70,50,50,0.00285,0.242,0.005,0.004,0.3,0.224,1.022727273,1.040114613,1.008064516,0.428571429,1.080432173,0.981021898,0,0.98,0.23,0.62
1000,Nb,50,50,0.00287,1.21,0.0297,0.002,1.8,1.117,0.745454546,1.052173913,2.43442623,0.003333333,1.5,1.063809524,0,0.98,0.47,0.62
1000,Wc,5,1,0.0041,3.5,1.31,0.7,4.6,3.71,0.787451985,0.995260664,1.000763942,1,1.022222222,1.000899281,0,0.98,0.41,0.61
1000,Wc,5,1,0.00807,3.5,1.32,0.7,4.6,3.73,1.54993598,0.995260664,1.008403361,1,1.022222222,1.006294964,0,0.98,0.41,0.61
1000,Wc,5,1,0.00345,3.55,1.297,0.7,4.3,3.68,0.662612036,1.009478673,0.990832697,1,0.955555556,0.992805755,0,0.98,0.41,0.61
1000,Mm,5,1,0.00448,0.742857143,0.0018,0.5,0.0833,0.0868,2.188925081,1.418181818,1.163793103,0.9375,0.93735934,0.991622239,0,0.5,0.12,0.63
1000,Mm,5,1,0,0.728571429,0.00141,0.5,0.0833,0.0808,0,1.390909091,0.911637931,0.9375,0.93735934,0.923076923,0,0.5,0.12,0.63
1000,Mm,5,1,0.00166,0.1,0.00143,0.6,0.1,0.095,0.811074919,0.190909091,0.924568966,1.125,1.12528132,1.085300838,0,0.5,0.12,0.63
1000,So,5,1,0.0203,4.35,0.525,0.6,4.4,3.64,1.306866953,1.165178571,1.715125776,0.947368421,1.168141593,1.144654088,0,0.95,0.32,0.6
1000,So,5,1,0.0203,4.6,0.372,0.6,4.1,3.56,1.306866953,1.232142857,1.215289121,0.947368421,1.088495575,1.119496855,0,0.95,0.32,0.6
1000,So,5,1,0.006,2.25,0.0213,0.7,2.8,2.34,0.386266094,0.602678571,0.069585103,1.105263158,0.743362832,0.735849057,0,0.95,0.32,0.6
1000,Lr,5,1,0.00366,0.030857143,0.0005,0.004,0.05,0.0306,1.218645949,0.950146628,0.980392157,0.923076923,0.903614458,0.978678038,0,0.55,0.15,0.61
1000,Lr,5,1,0.00303,0.028571429,0.00048,0.004,0.05,0.027,1.008879023,0.879765396,0.941176471,0.923076923,0.903614458,0.863539446,0,0.55,0.15,0.61
1000,Lr,5,1,0.00232,0.038,0.00055,0.005,0.066,0.0362,0.772475028,1.170087977,1.078431373,1.153846154,1.192771084,1.157782516,0,0.55,0.15,0.61
1000,Co,5,1,0.014,0.241,0.0166,0.5,0.266,0.225,1,1,1,1,1,1,0,0.33,0.17,0.64
1000,Q26,5,1,0.00211,0.233,0.0053,0.2,0.283,0.214,0.831800263,0.91372549,0.939716312,1.880877743,1.109803922,1.032818533,0,0.53,0.2,0.6
1000,Q26,5,1,0.0033,0.291,0.00382,0.019,0.216,0.183,1.300919842,1.141176471,0.677304965,0.178683386,0.847058824,0.883204633,0,0.53,0.2,0.6
1000,Q26,5,1,0.0022,0.241,0.0078,0.1,0.266,0.2246,0.867279895,0.945098039,1.382978723,0.940438872,1.043137255,1.083976834,0,0.53,0.2,0.6
1000,Q52,5,1,0.0007,0.222,0.0056,0.009,0.316,0.229,0.693069307,1,0.997032641,1.35,1.054974405,1,0,0.7,0.19,0.64
1000,Q52,5,1,0.00043,0.222,0.00616,0.006,0.316,0.236,0.425742574,1,1.096735905,0.9,1.054974405,1.030567686,0,0.7,0.19,0.64
1000,Q52,5,1,0.0019,0.222,0.00509,0.005,0.2666,0.222,1.881188119,1,0.906231454,0.75,0.890051191,0.969432314,0,0.7,0.19,0.64
1000,Q64,5,1,0.00236,0.238,0.0037,0.004,0.3,0.229,0.710843374,1.031791908,0.792291221,1,1.03926097,0.992774567,0,0.86,0.22,0.61
1000,Q64,5,1,0.0033,0.227,0.00581,0.004,0.3,0.234,0.993975904,0.984104046,1.244111349,1,1.03926097,1.014450867,0,0.86,0.22,0.61
1000,Q64,5,1,0.0043,0.227,0.0045,0.004,0.266,0.229,1.295180723,0.984104046,0.96359743,1,0.92147806,0.992774567,0,0.86,0.22,0.61
1000,Q70,5,1,0.00241,0.227,0.0028,0.01,0.25,0.217,0.864832536,0.975644699,0.564516129,1.071428571,0.900360144,0.950364964,0,0.49,0.19,0.65
1000,Q70,5,1,0.0037,0.227,0.0067,0.012,0.3,0.234,1.327751196,0.975644699,1.350806452,1.285714286,1.080432173,1.024817518,0,0.49,0.19,0.65
1000,Q70,5,1,0.00225,0.244,0.00538,0.006,0.283,0.234,0.807416268,1.048710602,1.084677419,0.642857143,1.019207683,1.024817518,0,0.49,0.19,0.65
1000,Q9,5,1,0.0013,0.227,0.0046,0.019,0.3,0.23,0.353581142,1.01490313,0.985714286,0.77027027,1,0.992662926,0,0.45,0.17,0.61
1000,Q9,5,1,0.0054,0.222,0.0037,0.034,0.3,0.2296,1.468721668,0.992548435,0.792857143,1.378378378,1,0.990936556,0,0.45,0.17,0.61
1000,Q9,5,1,0.00433,0.222,0.0057,0.021,0.3,0.2355,1.177697189,0.992548435,1.221428571,0.851351351,1,1.016400518,0,0.45,0.17,0.61
1000,Q78,5,1,0.00228,0.566,0.0066,0.003,0.3,0.0679,1.022421525,1.30816641,1.269230769,1.125,1.03926097,0.756124722,0,0.96,0.25,0.64
1000,Q78,5,1,0.00301,0.366,0.0041,0.002,0.283,0.1025,1.349775785,0.845916795,0.788461539,0.75,0.980369515,1.14142539,0,0.96,0.25,0.64
1000,Q78,5,1,0.0014,0.366,0.0049,0.003,0.283,0.099,0.627802691,0.845916795,0.942307692,1.125,0.980369515,1.102449889,0,0.96,0.25,0.64
1000,Q15,5,1,0.0005,0.216,0.0057,0.025,0.25,0.206,0.195058518,1.010920437,1.119109948,1.923076923,1.001335113,1.023178808,0,0.78,0.21,0.64
1000,Q15,5,1,0.00321,0.225,0.00568,0.009,0.266,0.21,1.252275683,1.053042122,1.115183246,0.692307692,1.065420561,1.043046358,0,0.78,0.21,0.64
1000,Q15,5,1,0.00398,0.2,0.0039,0.005,0.233,0.188,1.5526658,0.936037442,0.765706806,0.384615385,0.933244326,0.933774834,0,0.78,0.21,0.64
1000,Mm,5,1,0.00298,0.325666667,0.00585,0.005333333,0.827333333,0.492333333,1,1,1,1,1,1,0,0.5,0.12,0.63
1000,Wc,5,1,0.003816667,0.032066667,0.001216667,0.254333333,0.23922,0.00873,1,1,1,1,1,1,0,0.98,0.41,0.61
1000,So,5,1,0.074366667,3.35,0.614333333,4.009,4.033333333,3.566666667,1,1,1,1,1,1,0,0.95,0.32,0.6
